v_cond, z_cond
-5.704685829003466185e-02,-1.155883359198462898e-02
-4.600444453905509073e-02,-4.643039428302801058e-03
-1.985170095552582156e-02,-4.685635553851289978e-03
-3.172081507686971835e-02,-2.532271229691901351e-03
-1.522040728532775625e-02,-1.295034722115087633e-02
-2.058048070856496534e-02,-1.277477472539519446e-02
-2.281344474716918286e-02,-1.044391959448697470e-02
-3.750201564946364918e-02,-3.506607443169949649e-03
-3.790563385515895861e-02,-1.314135228151852575e-02
-3.268630440080205063e-02,-1.133166499532626409e-02
-1.556053024005379926e-02,-2.627161051384618168e-04
-1.511039970175910574e-03,-1.579609372629786970e-02
-1.951303004463374874e-02,-1.459720007087651067e-02
-1.045102188113685576e-02,-1.233504911700593516e-02
-1.607505485554818619e-02,-1.781260087586793855e-02
-3.720882002375085380e-03,-1.960478813034373727e-02
-1.419076429373073919e-02,-1.831156072113141603e-02
-6.891715344705895419e-03,-1.959611122808099098e-02
-1.981232905530810884e-02,-1.302769760707908620e-02
-1.225969016479271437e-02,-7.779287903843310273e-03
-3.732608390465298742e-02,-6.649486095146256784e-03
-4.301732735101445465e-02,-8.064846757800257088e-03
-3.460899620042311164e-02,-1.847478477523822188e-03
-3.922658755807168635e-02,-1.397863978000160254e-02
-7.971448155772085237e-03,-7.623065216024198579e-03
-3.797613426045426399e-02,-1.491472818230931037e-02
-1.298915867498174996e-02,-1.681026426041213120e-02
-9.303928155953100632e-03,-1.500592772095307552e-02
-1.158096167023598376e-02,-1.822546211191918009e-02
-3.124718531349952172e-02,-1.509261342231368180e-02
-1.002928544372817983e-02,-1.749842943547143606e-02
-9.359815907199286675e-03,-1.169884251073678022e-02
-2.583850601284801846e-04,-1.318073893259604987e-02
7.950232895650218706e-03,-8.979476568179677043e-03
-1.067487574521043883e-02,-1.097690100878161157e-02
-1.721456032862939134e-02,-1.051355284270675400e-02
-2.462616349948228839e-02,-8.734545518423942473e-03
-3.689104771795485849e-02,-1.098050874749873992e-02
-1.727197967998615052e-02,-1.461262618953686893e-02
-1.502414383044794154e-02,-1.318386186187896041e-02
-3.183705317614441560e-02,-5.531192699902603635e-03
-4.118987250714360032e-02,-1.513034405575548053e-02
-3.554441069180263452e-02,3.898992448770890670e-03
-5.447687549297811072e-02,-1.431804786041596111e-02
-4.905063389760516007e-02,-4.029563894717294939e-03
-4.149045684702701992e-02,-8.987263631756985810e-03
-3.670859005508965434e-02,-5.406340802490130701e-03
-2.327830793248180513e-02,-1.609843778132245828e-02
7.280091019815554398e-03,-9.079502188949799962e-03
-4.473084995029436885e-03,-1.097703698896801416e-02
-4.911517246715609714e-02,-1.619849832777271736e-02
-2.972642134348773765e-02,-1.056031204215787667e-02
-2.928148198078219314e-02,-3.629356137628996122e-03
-4.805875187407528809e-02,-1.709933582970265403e-02
-2.901000477912408365e-02,-1.095909667182337968e-02
-4.529215958861522451e-02,-1.982487330716425911e-02
-2.598402011269045422e-02,-1.249622460655566009e-02
-3.435068058665854962e-02,-1.434350048989975479e-02
-1.757349441704511572e-02,-1.854727203202363728e-02
1.930926428100457684e-02,-2.488978226596155058e-02
-3.386739151991761260e-02,-2.002117981664605986e-02
-7.620625469685542858e-03,-8.554089799544589354e-03
-1.094447455215378888e-02,-2.784742231390437833e-03
-2.958024213643096340e-02,-1.578493851552805263e-02
-2.280401939560259411e-02,-1.404873772200553733e-02
-1.734987057699978116e-02,-1.094630611792357135e-02
-1.655223909365316146e-02,-1.462907697500000562e-02
1.700498627275071409e-02,-1.190295467493808837e-02
-2.283469957693254337e-02,-1.427023065023307752e-02
-1.506973597199027549e-02,-1.494525384132959663e-02
1.603360921755979732e-02,-9.063527199866038692e-03
-8.661832872554047630e-04,-1.229201913705755232e-02
-2.146608062032316633e-02,-8.431849206796942359e-03
-6.676384145174481255e-02,-5.849517955854007314e-04
-3.591116315992254338e-02,-1.222343743381537617e-02
-4.326481832294849089e-02,-8.711970698198805499e-03
-1.159960439257011824e-02,-1.002789377035261456e-02
-3.069998313171774448e-02,-7.449397384338501960e-03
-2.288366324752649436e-02,-7.166155869423101663e-03
-9.352926608257126212e-04,-1.743578328015062476e-02
-7.561379925268260638e-02,-1.422693694620565975e-03
-2.321848787644273729e-02,-3.992364806182252882e-03
8.693693985234885596e-03,-8.168737884559388110e-03
-2.344388880505460238e-02,-1.021325833272591042e-02
-2.204513053427424596e-02,-1.325102627448529816e-02
-1.701359717023579257e-02,-6.555921145255359100e-03
-3.149572468221509269e-02,-1.627569024855985563e-02
-2.634177426487313914e-02,-8.750328464830951433e-03
-1.345435026991789046e-02,-1.652954944631479517e-02
-2.068409515557229766e-02,-1.136879631170769657e-03
-3.216581614042773180e-02,-9.439580378265626653e-03
-4.429044438852239307e-02,-1.146228697971385033e-02
-2.305735550934804451e-02,-6.999784956143045161e-03
-8.432854518338146754e-03,-7.959686090580288600e-03
-4.015486976212056386e-02,2.168654717238552299e-03
-4.504701946935184970e-02,-9.491823950056772763e-04
-3.669295000432847703e-02,-7.691953397144714322e-03
-1.315783429842063215e-02,-3.238530809980709121e-03
-4.833800278856648092e-02,-5.424657113647720838e-03
-2.507588121613044466e-02,-1.930899028691966321e-02
-4.133695754027763569e-02,-1.003211171327958451e-02
-1.909567606668135381e-02,-1.222946213853895979e-02
-1.069084944675004201e-02,-1.576790591003479278e-02
-3.906842924640745174e-02,-1.418069561702413155e-02
-3.202529320890643016e-02,3.003964553322175865e-03
-4.591440099289656462e-02,-9.425098905807109684e-03
-3.043068314480978226e-02,-1.277623867600329033e-02
-5.461108184522923958e-02,-1.097673885272209930e-02
-4.232989095464217283e-02,-6.114588257737909802e-03
-5.873300493484080037e-02,-1.112718009359784516e-02
-1.881595395955256919e-02,-5.713030189978670834e-03
-2.974376856754750581e-02,-6.580224695028391579e-03
-5.100186035087546366e-02,-1.549853186174361859e-03
-2.074650214144396418e-02,-7.420142183445911470e-03
-4.204067859347217218e-03,-8.733546662803107555e-03
2.481575056984586941e-03,-1.280661068137669938e-02
2.263816973071633779e-03,-1.777725084583684639e-03
-1.014128774695846613e-02,-1.849978503724206136e-02
-3.099965198377493264e-02,-6.676490489603842046e-03
-7.378038201096351334e-05,-8.733125827619005882e-03
-4.020841759443688490e-02,-1.601130437055422670e-02
2.985228355450467164e-03,-1.369523727424869219e-02
1.048448881069708252e-02,-1.381143869835695960e-02
1.115086372093775091e-02,-2.226679509462155954e-02
3.123145805684452228e-03,-1.650439354968151820e-02
-3.917484660159464144e-03,-1.540736367884747680e-02
-1.680235264362442416e-02,-1.365149412911962658e-02
-3.393099270074514950e-03,-1.543357839309029284e-02
3.082332531178245960e-02,-1.768521137859332265e-02
-2.368889452518533820e-02,-8.849178434141619434e-03
-3.362090493375893135e-02,-8.209288350715828256e-03
-2.919182713124868905e-02,-2.284474313221650232e-02
-1.743364369781047821e-02,-7.431126441406669600e-03
-4.211827177292472302e-02,-8.885004833641461583e-03
-5.110726674826616273e-02,-1.735023332499036758e-02
-4.345644757714497292e-02,-8.007034497441996995e-03
-2.611126909047175801e-02,-2.318409743709598514e-02
-2.893387000797130459e-03,-7.392496676644261591e-03
-2.011797144848999352e-02,-1.158081324861419230e-02
-2.480805285723410025e-02,-1.143035908777957285e-02
-2.619051294292880361e-02,-1.433583199211066125e-02
-3.704694031993335107e-02,-5.412046351525934447e-03
-9.049843394461076773e-04,-1.387909403894344029e-02
-2.370110252481857568e-02,-1.285457561074204377e-02
-1.628833838911195042e-02,-3.712917742697629565e-03
-3.504772069469153095e-02,-1.534209000611985035e-02
-2.236810474323056713e-02,-1.391277408789528755e-02
-5.533014070086818281e-02,-9.922545245388259688e-03
-5.694505865952917412e-02,-7.059252074017163293e-03
-2.799623778990946790e-02,-1.383355555549695831e-03
-3.750742244865375857e-02,-8.225973376851927407e-04
-7.362919300485040730e-02,2.854787015604679998e-03
-5.342262800313506838e-02,-2.795589411981691183e-03
-7.416339196914771559e-02,-1.753833743828884378e-02
-4.678858989345208164e-02,-1.051741076825310484e-02
-3.188587459889043879e-02,-2.053917798546096157e-02
-2.053973409763915070e-02,-9.605870149297373803e-03
-2.240770125105588303e-02,-2.255266048020489536e-02
-2.612535767433007972e-02,-1.338588456847910821e-02
-2.727394337780319686e-02,-1.476131410412818111e-02
-1.827497311431326016e-02,-8.274260744032570225e-03
-3.123060791112752116e-02,-7.809524003261909819e-03
-2.767506481832993082e-02,-2.341051524878696305e-02
-2.803069735412276955e-02,-7.894525825957869267e-03
-3.248732456231104293e-02,-1.605983887030041496e-02
-4.292573211853181053e-02,-1.302579054447578974e-02
-3.588910214191643605e-02,-8.355870075015852522e-03
-4.581454367342270573e-02,-9.526132393278459801e-03
-9.990385040575238546e-03,-4.443053182524185629e-03
-1.510415216744156325e-02,-1.445473405058028335e-02
4.860992274361817730e-03,-9.103148472782552833e-03
-1.499861709073817967e-02,-1.976387886301506427e-02
-1.935995501794963297e-02,-8.040893265016677352e-03
-2.928020187095582358e-02,-1.264013581956736909e-02
-2.923576025097270742e-02,-3.621048979360362314e-03
-1.192848720224927439e-02,-9.424890054309983597e-03
-1.113090848008857145e-02,-2.239466851165747979e-03
-2.091114834959914570e-02,3.830254252126467224e-04
-4.912573137162345657e-03,-1.089183406037311230e-02
-3.016730895165310039e-02,-1.458328642179315855e-02
-1.454993058586477941e-02,-6.827252698497371722e-03
-5.746199085692713093e-02,-1.076275415925908620e-02
-2.535479397294376769e-02,-7.830153244685221156e-03
-1.761124034264203303e-02,4.150570591338846073e-03
-8.627614286448613556e-03,-1.932806136399480360e-02
-9.876454105906064956e-03,-1.773553195209484276e-02
-4.538053211432637596e-02,-9.717511820735614744e-03
-3.763767653648939643e-02,-1.088548611762775453e-02
-2.620303522742089414e-02,-3.354365781488511701e-03
-6.323506786481386532e-02,-5.107792236848210203e-03
-4.048618563997270076e-02,-4.903751276193405416e-03
-2.952838892349270161e-03,-1.775009444731819735e-02
-1.877176167577761234e-02,-1.361251770568433668e-03
-3.707047020038314877e-02,-1.618922284243791074e-02
-3.149511762334491344e-02,-1.631525561835116267e-02
-8.211099896685462862e-02,-2.581297401737634237e-03
-1.145571236822272992e-02,-2.689720681648637753e-03
-1.925318691311057526e-02,-1.593902267963259733e-02
-4.484553800504264415e-02,-9.277195135431808362e-03
-3.508623854147695925e-02,-1.302371576870139935e-02
-4.342990487084871787e-02,-2.375482942747975806e-02
-4.322174849009703668e-02,-5.847676817166917035e-03
-2.503379152582117795e-02,-4.206564725322530646e-03
-3.752130648543497426e-02,-3.005606222214958316e-03
-1.316539287196547524e-02,-1.212868909662491966e-02
-1.425214289738405658e-02,-1.515140310951800830e-02
-5.295299331706483648e-02,-5.745453233179559187e-03
-5.536692925457374626e-02,-8.626750313693544100e-03
-5.331192310737416923e-02,-3.018255564711191941e-03
-5.669720063556225875e-02,-1.354387450548396633e-02
-2.065892114315345807e-02,-5.765173647908261936e-03
7.312414677208833869e-05,-6.452196058618373496e-03
-2.477883857942502974e-02,-1.102270293812417437e-02
-1.961742634061527241e-02,-8.683428055449179950e-03
-4.258843549114941368e-02,-9.944102320020648672e-03
-2.445932929001406672e-03,-1.303753578873627361e-02
-4.033865626114895714e-02,-5.067279437746451988e-03
-1.720659572587950048e-02,-2.023507134653181050e-02
-6.635812295985539511e-03,-6.676710370785492350e-03
-2.376696682912124090e-02,-5.339175934281654469e-03
-9.745063387467693336e-03,2.761006838617205070e-03
-3.327544295257593709e-02,-5.578562535830303322e-03
-5.761921889909842054e-02,-9.755505495421822743e-03
-4.281127801629894952e-02,-1.349873545032319495e-02
-5.750675723179941856e-02,-1.145991313132976169e-02
-2.914146336663107212e-02,-4.347564072605345289e-03
-2.871119916544022030e-02,-1.297323558746544397e-02
-6.200241636666165707e-02,-1.335011336919340701e-02
-5.594836038119046367e-02,-1.019757816705901994e-02
-3.772937514361074385e-02,-8.059702335659720690e-03
-2.217543304706193208e-03,1.188783766973197306e-03
-3.353937027514558578e-02,-1.151735909205292736e-02
-5.351834481234758051e-02,-4.792284164736463140e-03
-4.768919783566655246e-02,-1.837680722838410611e-03
-9.903185260194292960e-02,-5.963117515844154268e-03
-2.240378644513326203e-02,-9.779358955433864117e-03
-1.929313810306280269e-02,-3.171767348835075658e-03
-4.477378494977742734e-02,-8.513582612984965312e-03
-4.599909940719362766e-02,-1.293723508943845496e-02
-4.541783863014250966e-02,-1.271901429385976709e-02
-6.761418960203730705e-03,-1.402183009455477969e-02
-4.348045293789193355e-02,-1.362789070778105613e-02
-1.906608729931224752e-02,-6.600576266218339400e-03
-2.913775626000483093e-02,-1.094082349373953593e-02
-2.442890862364104076e-02,-1.295439123574352279e-02
-3.809794960436712480e-02,-9.869513764623846774e-03
-4.712389598416999448e-02,-3.489295576397998672e-03
-6.337086192529528539e-02,-8.621819657951316010e-03
-4.497392557818049447e-02,-7.595848646507687325e-03
-2.858100003127415911e-02,-6.330370097013504962e-03
-2.208198991116250287e-02,-1.295047508233484850e-02
-3.816703853542283142e-02,-7.758191582855256466e-03
-3.033747199524206711e-02,1.295565317665883873e-03
-3.581446228515954011e-02,-6.441199956302157137e-04
-4.889709655055295145e-02,-4.450300266938447824e-03
-3.459113345240973775e-02,5.868349102066188969e-03
-6.093019282451134222e-02,-8.479676047372141159e-03
3.440890793407574283e-03,-1.278206201411307731e-02
-5.416796386233883182e-03,-3.813622474552747811e-03
-3.560122502346564632e-02,-1.544002040089093725e-02
-2.160834530381167129e-02,-1.148875851241954946e-02
7.987296997085755607e-04,-1.404726728135873882e-02
-2.073609168061571820e-02,-1.126389213494648905e-02
-4.193449574635567390e-02,2.886541809536334949e-03
-3.319438301996058965e-02,-8.195192822603641902e-03
-3.619785792609690050e-02,-1.308433223275986754e-02
-5.154454014524761929e-02,-6.737899954611511685e-03
-2.912619968706723489e-02,-9.018927334412599542e-03
-4.108393170361845231e-02,-3.629505774005788599e-03
-1.720254241351710026e-02,-1.228856336091625930e-02
-4.158983469229777380e-02,-1.440756715339545566e-02
-1.687489426023907474e-02,-8.404371874520172314e-03
-1.823967820460226097e-02,-4.288454958552762042e-03
-1.282255082660070655e-02,-1.800301538783048716e-02
-4.147573660786833122e-02,-6.705173578692984193e-03
-2.826448321620748591e-02,-1.039839005475158215e-02
-3.652450155855532787e-02,-1.720153318410507989e-02
-2.493476629900066507e-02,-1.534744837568226966e-02
-3.935892950609232166e-02,-1.670715998899215127e-02
-2.194197307000088359e-02,-1.135147883949231412e-02
-2.327299853089727019e-02,-9.133522021682730085e-03
-2.578348591661969169e-02,-1.413344313347608336e-02
-1.021837120066854468e-02,-1.181731609749226732e-02
-4.965675363356619222e-03,-5.488276316967220098e-03
-1.156175999555052528e-02,-1.567208503631358635e-02
1.844909188325141725e-02,-2.204883854556916392e-02
-1.130734646049324707e-02,-8.465263728047678349e-03
-3.253954753925257515e-02,-7.795798633313142864e-03
-6.897204991078041691e-02,6.320641693329173694e-04
-6.606904617329105445e-02,2.366384323599394698e-03
-2.909787074296523585e-02,-5.426996483509380874e-03
-4.920699550969764857e-02,-9.443738468496120503e-03
2.919321129541317672e-03,-3.924406725503992027e-03
-4.576231462972744912e-02,-6.790776393508076922e-03
-4.269045820526087831e-02,-1.024619924780802854e-02
-2.088047545638349600e-02,-2.019132498704779080e-02
-3.189568119720147948e-02,-6.409776600481541069e-03
-3.684800844133216680e-02,-3.169082018783481863e-03
6.603831886608634710e-03,-1.464500659718228487e-02
-3.910713737330765577e-03,-1.147862055581142307e-02
-2.492407847096864137e-02,4.459762624214761405e-03
-1.485647659520292208e-03,-9.976083124757197801e-03
-1.131088312142486119e-01,-6.281953153343913798e-03
-4.761779328803062566e-02,-9.439940632655885108e-03
-3.468565629310763065e-02,-6.570054707763937386e-03
-2.830041850194237388e-02,-7.822605680376884876e-03
-4.679797512126302600e-03,-9.987597328991208376e-03
-1.461245880234140863e-02,-1.330616611284920515e-02
-2.738868355069192309e-02,-1.972345966615063340e-02
-2.300256363164052131e-02,-1.050463544260065232e-02
1.082607603118457273e-03,-1.483138443005509871e-02
-3.996612881705675913e-02,-7.957713042018246460e-03
-2.825041989295358144e-02,-1.035537418747926874e-02
-9.802968792285220515e-03,-1.434214306448239849e-02
5.775927512211277877e-03,-7.167149142025420333e-03
2.354447655750923837e-02,-2.400041993538883436e-03
4.746279345831484059e-03,-1.213256585147487639e-02
-9.317946962963397084e-03,-8.270293699689332256e-03
-2.334501438323006474e-03,-8.778528573125277124e-03
-2.322228894635667423e-02,8.452569871999614931e-05
-4.774703595496612024e-03,-2.790962439694550865e-03
-3.384889818830112695e-02,2.062417705226142657e-04
-4.886150396142156793e-02,-1.372254088783295654e-02
-4.697207168807085442e-02,-1.332871756188483588e-03
-5.281006904824452064e-02,-6.412055369048902387e-03
-7.501183910580778991e-03,-1.223916968219312951e-02
-1.077196979097764726e-02,-9.448174435074872118e-03
-4.375632005763673005e-02,-1.371470748377736498e-02
-1.113451057982039506e-02,-1.780561714588727376e-02
-2.084721580219959375e-02,-1.667551533352720078e-02
-1.832454641433789444e-02,-1.662161921280841392e-02
-2.055008211531466136e-02,-1.777268360981123715e-02
-1.184677632008759862e-03,-9.667510908624171381e-03
-1.458951019600294649e-02,-1.242041327719444095e-02
-1.210713210302281212e-02,-1.724124513116546617e-02
-3.644998051404437639e-02,-1.399025166502549863e-02
-4.667508302497370282e-02,-6.876571788151516866e-03
-3.326083653052029632e-02,-1.724050281926107347e-02
-2.596441281368570483e-02,-1.240044183383282907e-02
-7.762804157288932631e-03,-6.494134377101556076e-03
-2.742100369124323561e-02,-8.936182795108422658e-03
-4.204411161262887331e-02,-6.728285260044623503e-03
-4.076983885390153550e-02,-1.566898915798026551e-02
-4.728067939180537888e-02,-1.786034406717657702e-02
2.270016787482814768e-03,-2.217702394145992448e-02
-2.147691195307826345e-02,-5.763414083883094605e-03
-2.849800539081686485e-02,-1.269456334085331504e-02
-5.196038751523379684e-02,-6.787123590512388061e-03
-4.481266344862874090e-02,-1.452927392184414149e-02
-1.607098025841040972e-02,-4.984477461972005967e-03
-4.833638792105039717e-02,-8.286616445695596869e-03
-2.897042951932826335e-02,-9.913431258600452142e-03
-1.809802456784291580e-02,-8.630233517888058134e-03
-2.264967730218090530e-02,-1.764764754804529559e-02
-2.232180194606551635e-02,-8.170137907402612309e-03
-4.531987587689108310e-02,-8.091133489495593717e-03
-4.091073361996396679e-02,-7.643069776038385194e-03
-2.151992433234499805e-02,-1.234946923236161093e-02
-2.782202594558768477e-02,-6.458849716013391820e-03
-3.036596429827384189e-02,-5.548888591779321811e-03
-3.234715688651271237e-02,-5.624234547174484199e-03
-1.707515420111660465e-02,-1.895710175823418081e-02
-4.525830339138198211e-02,-1.406412609883384707e-02
-4.487527478328179331e-02,-2.660265536993312863e-03
-5.099178219641063714e-02,2.473296152180415666e-03
-2.668956651861200541e-02,-1.181761960950115063e-02
-4.143063222812984336e-02,-1.327325596351753602e-02
-2.516464435059901153e-02,-1.317587824919629752e-02
-1.501277909450609259e-02,-1.940031069230083172e-02
-4.007063239301570517e-02,-2.572213314618309113e-03
-5.669670498692352956e-02,-1.830554192229254598e-02
-5.752333216479653399e-02,-7.798849821599910560e-03
-4.743724920350885638e-02,-8.703822019419320266e-03
-5.816060638873923883e-03,-1.084867129365683219e-02
-4.837783969644183363e-02,-1.082891885487471777e-02
-4.756531139194609958e-02,-9.205077022112501811e-03
-2.053009857084275164e-02,-1.166398116524774813e-02
-2.126372065579475515e-02,-1.282272345866091422e-02
-3.273285380920145510e-02,-8.689459294760846012e-03
-3.681388607479951780e-02,4.823448568723860685e-03
-5.466479184906280347e-02,-2.859697422994461093e-03
-3.569824153243560116e-02,-6.642395402348762537e-03
-6.918139519329559450e-02,-9.357980521777655922e-03
-3.658832862050302726e-02,-6.531937468735499880e-03
-6.572969256399856242e-02,-1.405915304045543893e-02
-6.020188154569770800e-02,-8.581470826782422803e-03
-6.941883606010504359e-02,-2.622120067558700307e-03
-2.011609572455418452e-02,-1.450732159930074455e-02
-1.763521731388754607e-02,-1.145755592606492387e-02
-3.098167309281939230e-02,-1.507848820400653489e-02
-3.269543091320305239e-02,5.652681193583954100e-04
-3.840718478055116236e-02,-1.067625042421505889e-02
-7.160214836396956717e-02,-4.953440158049163961e-04
-4.003759219758500076e-02,9.338392619645096565e-03
-5.095702928023729261e-02,-1.195591288054987690e-02
4.157997002210877396e-03,-4.851533727860748123e-03
-3.865676635278900153e-02,-8.462361328586267412e-03
-4.034742891463951459e-02,8.020870963825928179e-04
-4.925186065912161293e-02,-3.631523416706410913e-03
-3.305175174402889132e-02,-8.802178379897700883e-03
-5.142323460779843480e-02,5.665535469283008475e-03
-2.297552600239122569e-02,-1.496629793169371170e-02
-3.281835134099086310e-02,-7.306347255743814509e-03
-2.615524829662924100e-02,-1.206310483658921615e-02
-3.810242305228080106e-02,-1.322200980638707675e-02
-4.237103465209771797e-02,-9.442861233725573927e-03
-3.603145379150326372e-02,-1.131834578715097857e-02
-2.609661465637203720e-02,-3.405902063139742281e-03
-6.862602136477546910e-02,8.753736624374197986e-03
-6.044276910965606930e-02,8.166102212734178967e-03
-3.022647638430579764e-02,-1.181120471908045713e-02
-6.302487399226164300e-02,-5.419013959052886020e-04
-5.784658054601409666e-02,-6.323176952536957093e-03
-8.057988657772727215e-03,-8.301100482901125829e-04
-5.416134136392100618e-02,-1.734464311719225924e-02
-4.440795902556934210e-02,-1.005795774778613788e-02
-3.292268189389210148e-02,-4.220479310337368721e-03
-6.211385713818634580e-02,-1.372759034192551526e-02
-3.661616115175344438e-02,-1.323954016692636959e-02
-5.419524455822743308e-02,-9.395553919432690637e-03
-1.324148320160646077e-02,-5.321080410385307068e-03
-2.623727708723144758e-02,-4.093735751478721520e-03
-3.143967363284158600e-02,-9.754081042098678225e-03
-3.528964929151320873e-02,-9.349975006455287646e-03
-3.111426329098276530e-02,-2.878198698286872984e-03
