,mean,std,2.5q,25q,50q,75q,97.5q,mc err
a_subj.47.0,1.7207524534644274,0.060963483369361436,1.6058555864128892,1.6787930761911203,1.7191803147922275,1.7604876842442914,1.8456971678822027,0.0002857381197949942
a_subj.48.0,1.5514418606645854,0.06277700686177815,1.4325644652334517,1.5076933917926532,1.5501494148919623,1.5934270584414005,1.6776224533800546,0.000349713210754749
a_subj.49.0,1.6867790445669013,0.06023590633444647,1.5735663446731747,1.6453995955301837,1.685216858604727,1.7268713525595383,1.8090016666192255,0.00028870398977323317
t,0.5096075191564728,0.010157001210553164,0.4898901621941523,0.5028377168057212,0.5094750888489513,0.516285419454287,0.5300422798389478,4.931961103957375e-05
t_std,0.06721823562980674,0.007632150691198224,0.054115554873306465,0.061853016443904535,0.06655891085709179,0.07185488713368184,0.08387624035425567,3.720210384559594e-05
t_subj.1.0,0.45022153834506623,0.010491799413416292,0.4274034886505511,0.44374163329473343,0.4511612254783132,0.45763428392932415,0.4680811659706866,4.881257145535605e-05
t_subj.2.0,0.39839474399419633,0.014177093203997414,0.36823267290134926,0.389311683857447,0.399146208762245,0.4083828901362734,0.42374141188639003,6.445953041450577e-05
t_subj.3.0,0.48747533039886487,0.016680614054561768,0.4519552390816193,0.47683246539578816,0.4886477022132985,0.4992330813472296,0.516995974368312,8.447636228319607e-05
t_subj.4.0,0.4480283292684102,0.004818488680763585,0.43757476019933067,0.44507999086648914,0.4484656931849816,0.45144441567509075,0.45619417947270063,2.0888172889743782e-05
t_subj.5.0,0.4812627212336022,0.015318198978045162,0.45286915644778425,0.4685368725137982,0.48295354446187,0.49410110089480463,0.5058913764716038,8.985290863557583e-05
t_subj.6.0,0.4031103548062377,0.0087691013767032,0.38438757900899323,0.3976266367925488,0.40372489613618984,0.4090599956697549,0.4186809309625617,4.834813264291886e-05
t_subj.7.0,0.5005963215599777,0.012687542775459682,0.4738887447906348,0.4929564507191806,0.5013103517032708,0.5087669843214754,0.5234632670487502,6.170557358183451e-05
t_subj.8.0,0.5963257655977037,0.010973499226991387,0.5722624506145683,0.5898994760124778,0.5973399968684749,0.6039130545341934,0.6147376253844578,5.527382127462621e-05
t_subj.9.0,0.4631519710642269,0.013989443623042032,0.4331941313570699,0.4543074131046443,0.46406183719216343,0.473028609775473,0.48796394275284094,7.395604574736681e-05
t_subj.10.0,0.4648306794035641,0.03205050838517583,0.4067199503394597,0.43594197470998053,0.47195555300774533,0.49068436480174293,0.516325735301592,0.00019769166321694258
t_subj.11.0,0.5995992391560867,0.01516391528209369,0.566979963794838,0.5901734498475469,0.6007283541070646,0.6101789272555355,0.6261112856968735,7.730559666015826e-05
t_subj.12.0,0.6056281627770347,0.014846598269942847,0.5736885873728413,0.5961624365897684,0.6066849288552338,0.6161489381508057,0.6316374608233648,7.949572772760742e-05
t_subj.13.0,0.41065804687735796,0.009505293650906747,0.39244623531210604,0.4034402978318142,0.41085077954176175,0.4184724553802734,0.4265579393758929,4.931621369692572e-05
t_subj.14.0,0.553778850597639,0.01411309128488512,0.5237697522134226,0.5447966082526976,0.5546701009131969,0.5636613486886464,0.5792303924108506,6.607576579270046e-05
t_subj.15.0,0.44743921121657265,0.00603052114452973,0.43444355170501747,0.44375648888673314,0.4479080112606159,0.45155253328208583,0.4575267783406088,3.141389695611946e-05
t_subj.16.0,0.5990883568462445,0.020052895042316336,0.5631841515164847,0.586120798014246,0.5970726671454996,0.6094051741899646,0.6441500384243811,0.00010522417387492475
t_subj.17.0,0.5822680628896759,0.008016218887814862,0.5649837352255749,0.5772277020207498,0.5827860234165592,0.5879339149741399,0.596282815520546,4.1064604256456054e-05
t_subj.18.0,0.3796130378662453,0.012835235822019059,0.3573431367328031,0.3721558859570767,0.3790853410298369,0.3855271330539616,0.4167870864575608,7.054156767102359e-05
t_subj.20.0,0.5066944189605992,0.016844384782709595,0.4761437304548804,0.4936476139654911,0.508487664590352,0.5181649799112634,0.5405159588928071,9.232008173011836e-05
t_subj.21.0,0.49603311032863173,0.015308539124532306,0.4641429371412204,0.4864082689141619,0.4966751665420493,0.506307838611207,0.5248417225170918,7.563916661204354e-05
t_subj.22.0,0.464634911328309,0.03523523743059225,0.3929221130354626,0.4383355977696943,0.4784728680596155,0.49167205935699676,0.5077297913681303,0.0002887233517710339
t_subj.23.0,0.6625168749998459,0.01546064143933806,0.628994880902104,0.6529072860634747,0.6637435602867996,0.6735102762748426,0.6890993522390673,7.58560641094263e-05
t_subj.24.0,0.5465764635812057,0.014802660697556431,0.5143663233964096,0.5373199881627593,0.5477222637454199,0.5571077432456688,0.5722217087370509,8.103147524842997e-05
t_subj.25.0,0.49604523511194093,0.013936295040094741,0.4698568534280458,0.48718379941373496,0.4954030601216921,0.5036731979094107,0.5278020608841678,7.039364837117413e-05
t_subj.26.0,0.586140697379063,0.011641811507570852,0.5608044858013488,0.5788807257103087,0.5869998067820346,0.5944444110313414,0.606287476449744,6.083636792383326e-05
t_subj.27.0,0.5068027397710243,0.018819951278944178,0.4668052785144015,0.4949241304887047,0.5080006860875799,0.5200375163623341,0.540204999182057,8.421152250475432e-05
t_subj.28.0,0.5040709476252029,0.011693592925385307,0.47901492650504257,0.4966919040892609,0.5048578817381629,0.5123526973968179,0.5246561397854437,6.111152026646866e-05
t_subj.29.0,0.49032484219216804,0.02115806782802872,0.45095510020805024,0.4724083118800963,0.49353958701665535,0.5078682287564219,0.5241798303329558,0.00013171954156855655
t_subj.30.0,0.4863209288643888,0.0078094466725097365,0.4692646097437294,0.48153498354616703,0.48699746767228885,0.4918533520057138,0.49962814519712656,3.506964559839799e-05
t_subj.31.0,0.5215760544227924,0.015001011991898641,0.48963451743220854,0.5122084122350207,0.522435245468995,0.5316923384890366,0.549100885522718,6.055370091637201e-05
t_subj.32.0,0.4855856403771983,0.011370072354845063,0.4610115374165137,0.47856694618896267,0.4864787437367556,0.49345552810765236,0.5051685642584446,5.8869952835958905e-05
t_subj.33.0,0.550580328353834,0.012538177434280687,0.5236950212255465,0.5426798194499407,0.5514477232018392,0.5593351265019555,0.5727550332971282,5.874735031806404e-05
t_subj.34.0,0.5543135534622105,0.04575650427886277,0.4557757771904981,0.5457124647695045,0.5664876938274772,0.5852316562905033,0.6129353800426258,0.0008064275269520733
t_subj.35.0,0.4953282564750115,0.01083741612010037,0.47166597787747483,0.48860576355727586,0.49610753082424985,0.5029662737345769,0.5142952290371757,4.739335538770932e-05
t_subj.36.0,0.5403665162591227,0.011814453263662546,0.5162380088593183,0.5331671038833358,0.5408659586235612,0.5478291059496986,0.5609205281958497,5.361687193141106e-05
t_subj.37.0,0.5891823639975845,0.017791729884481744,0.5507389324963796,0.5780327605991098,0.5906109584516858,0.6017942810360801,0.6198273206777146,8.716984276950873e-05
t_subj.38.0,0.5421887212939358,0.010170426609548594,0.5203035201479266,0.5358478744798841,0.5429218745805252,0.5492900743760051,0.5600169001984359,4.540772380933008e-05
t_subj.39.0,0.6508831820784443,0.0147395481914129,0.6190044160236644,0.6417405941778112,0.6519373848287221,0.6612356790377149,0.6765905281260001,6.357510279003729e-05
t_subj.40.0,0.4598712464552076,0.016432842220388204,0.4251363031794504,0.4493884136340845,0.46083590405255764,0.47123973856617773,0.48946402005619605,8.071218203570625e-05
t_subj.41.0,0.47765710040444087,0.014414212205167608,0.45032815304746926,0.46843157082907144,0.4770518639273993,0.48577751795186347,0.5097415925061757,6.967459303949355e-05
t_subj.42.0,0.5425072861086823,0.020538248449605147,0.49365427666052897,0.5325561213336639,0.5466123826858892,0.556922766613577,0.5727887106801026,0.00011299302330949456
t_subj.43.0,0.5402253785572447,0.012980722757222998,0.5123764159078942,0.5319939675156786,0.5411735176001435,0.5494341106098993,0.5629094584988126,6.245685997607986e-05
t_subj.44.0,0.4947075891179089,0.012806221984538796,0.46735713235395665,0.48657906814412544,0.49555344761660747,0.5037931325201384,0.5173847408593508,5.879455190577627e-05
t_subj.45.0,0.46500743025819474,0.013737533124985083,0.4360055684311877,0.45634040752084626,0.465708380389666,0.47436990323064254,0.48987470693585905,6.468671551535126e-05
t_subj.46.0,0.44127811236018005,0.009911243262188821,0.41960835191634793,0.43510433590041725,0.44216841204038887,0.44833180320059907,0.4582189538289077,5.359599476933448e-05
t_subj.47.0,0.5378933563713506,0.011826414301091834,0.5126773630129123,0.5304139423504521,0.5385801513760318,0.5460029998290736,0.5591830975171131,5.7502834978038736e-05
t_subj.48.0,0.48628168927738097,0.016642593191538,0.4583883241847663,0.47278616777921134,0.4831418365102424,0.5012498137447132,0.5150129653629996,0.00010921483894862907
t_subj.49.0,0.46337338008007545,0.010773743590693576,0.44050565075812104,0.45651047625738617,0.46406491808923883,0.47098542419872824,0.48239666455247654,5.5778647039643924e-05
p_outlier,0.005244862189878449,0.001170903642723188,0.0031468499514388446,0.00442098045919612,0.0051769541941765074,0.005994149965678625,0.007726781161290728,8.806462288626769e-06
v_Intercept,0.07160061482982141,0.05468407267508995,-0.03626167086336897,0.03551795622266521,0.07164602313007384,0.10806819252290649,0.1789578649852914,0.00025787655857832377
v_Intercept_std,0.3574868795350253,0.04287445310027034,0.2834717361128699,0.3273166791509802,0.3540272589909489,0.38388702997961277,0.450631218285727,0.0002013928453097356
v_Intercept_subj.1.0,-0.15349689041326614,0.10769752328508948,-0.36322766586978533,-0.22634825678400508,-0.1537490732024821,-0.08043058086495922,0.05868586262553127,0.0005146588783914322
v_Intercept_subj.2.0,0.12534051322527165,0.08605460308539349,-0.041814939803133264,0.06712303580815146,0.12493138133725806,0.18338761104490764,0.2941477467709702,0.00035607303286783345
v_Intercept_subj.3.0,-0.0804382431340862,0.0876615353656951,-0.2528295767536695,-0.1395445231961694,-0.08052142117238131,-0.02113404865516144,0.09040438951040619,0.0004249091174426266
v_Intercept_subj.4.0,0.21925419807930382,0.149512320845631,-0.07179073891462281,0.11807861713052868,0.2182123239646217,0.32018186623559874,0.511957467626679,0.0007840616976002316
v_Intercept_subj.5.0,-0.170678276619405,0.11560912598206464,-0.39713065129389946,-0.24916803734676343,-0.1701232913573639,-0.09210215454074885,0.05575630204688792,0.0005179608248526993
v_Intercept_subj.6.0,1.0423799996202827,0.13124000805321626,0.7856501432769774,0.9536972487323052,1.0420665943821021,1.130976551519903,1.2991704895670106,0.000757158175444808
v_Intercept_subj.7.0,0.01336183416223474,0.09449988269881428,-0.17214843065094732,-0.0501482952428952,0.013303305335700663,0.07700159416292776,0.19945184030804836,0.0004916451158772049
v_Intercept_subj.8.0,0.1759686672460557,0.10688465847483822,-0.03483781578232167,0.1038012074457187,0.17602259495728695,0.2483110521470434,0.3841057084019749,0.0004333271745136564
v_Intercept_subj.9.0,0.2883991026938876,0.09391407846071556,0.10473289482136024,0.22521787908236307,0.28824521904709016,0.35148776817229843,0.472258303227665,0.0004391767941174953
v_Intercept_subj.10.0,0.23495343912666714,0.08072950586030471,0.07660103847952097,0.1805803666756069,0.23499767182419512,0.2894495378090275,0.39421228664078867,0.00040534004500872544
v_Intercept_subj.11.0,0.4272457276733683,0.09561898816238776,0.24059148515507717,0.362144709931937,0.4272913192205984,0.491316679436559,0.6156305005839129,0.0004345423799138401
v_Intercept_subj.12.0,-0.028463015496444054,0.09298024119650775,-0.21093277888798312,-0.09154108187727245,-0.02819637715606313,0.034251737739843774,0.15367538056486302,0.00046248711741190787
v_Intercept_subj.13.0,-0.9515443331050842,0.1479675809967499,-1.243720004900057,-1.0510328755255027,-0.9507342723096965,-0.8506583068815541,-0.6647819848420863,0.0007408086074359622
v_Intercept_subj.14.0,-0.014621466974944866,0.09601734567843809,-0.20128394624306162,-0.07949394467534365,-0.014723460511009728,0.050163767606595744,0.17505730194687436,0.0004296494822172899
v_Intercept_subj.15.0,-0.34256970986563295,0.137396909447911,-0.6105200233015565,-0.43590406821228245,-0.34200846956170594,-0.2500031762327384,-0.07301936531396847,0.0008011304489420204
v_Intercept_subj.16.0,0.058862019917772276,0.09024285285900066,-0.11986846266342274,-0.0018499346275971905,0.05920240799216342,0.11937091044715009,0.23547874352547685,0.00045782306397898644
v_Intercept_subj.17.0,0.2824331210010854,0.1278272818946097,0.03346187720959296,0.19556365036966494,0.2819732272054346,0.3690551620713159,0.5342690846664632,0.0006468538006765402
v_Intercept_subj.18.0,0.30321002661868307,0.10101905634868187,0.10573645554650775,0.2348758575405845,0.3034647318889151,0.37098742484574765,0.5011611674856596,0.0004831794114163791
v_Intercept_subj.20.0,0.3462024631298552,0.11410335180540664,0.12226574893505895,0.2693467193147904,0.34626991766305726,0.42341435701884766,0.5706060942859257,0.0005322526564933768
v_Intercept_subj.21.0,0.19499663896112246,0.08833018697012099,0.022189176414630057,0.13552687996598672,0.19517468259330673,0.2542120139387999,0.36756084621869256,0.00041352648174212
v_Intercept_subj.22.0,0.18039580993522733,0.09177280410375585,0.001383713085023183,0.11866639203862207,0.18060630797058194,0.242009557077425,0.36047522366975665,0.0004910136021140374
v_Intercept_subj.23.0,0.324741467337178,0.093499855220664,0.1404150989032785,0.26196138341270075,0.3248704624448239,0.3882394934443719,0.5060907492473257,0.0004397687225083176
v_Intercept_subj.24.0,-0.44488894955581676,0.0961388510091548,-0.6321527733365964,-0.510316129285651,-0.4449054106874429,-0.3798884287369111,-0.25708038512258197,0.0005169635731279176
v_Intercept_subj.25.0,0.17078483909036343,0.10253809240722384,-0.029409662554233294,0.10162288997334318,0.17067320593499535,0.24001707640815895,0.37285672040834456,0.0004725459473117528
v_Intercept_subj.26.0,0.16265669947092987,0.10388986311205069,-0.03981176304676843,0.09229496231517373,0.1624112618139973,0.23202367510047833,0.36647439896264256,0.0005206790536346197
v_Intercept_subj.27.0,-0.04642703598304355,0.07956829007840167,-0.20217519972482592,-0.09996413878484667,-0.04651733522875287,0.007198074361347118,0.10944435301372135,0.0003539048899560887
v_Intercept_subj.28.0,-0.6073626805944344,0.10908855030496656,-0.8219212500718645,-0.6812444837217018,-0.6065725558711097,-0.5335461833598927,-0.39674112101741155,0.0005087725514174456
v_Intercept_subj.29.0,0.10907170328595203,0.10005363070281013,-0.0869513609896318,0.04173429590889406,0.10956436783018209,0.17657631650222594,0.30383678514747237,0.0005255510341561734
v_Intercept_subj.30.0,-0.5543708694070303,0.1258093760458727,-0.7998772707548072,-0.6396209843411476,-0.5548640574340209,-0.46979911717827216,-0.30742201697730354,0.0005081709983595706
v_Intercept_subj.31.0,-0.16054187111483273,0.0904245164109728,-0.3385672010230959,-0.22148386612368054,-0.16079979737206362,-0.0987977939954473,0.015499179781390038,0.00042153738116894107
v_Intercept_subj.32.0,0.028798969784563668,0.09762977464492442,-0.16239811547779426,-0.03758738399009304,0.02896791834015086,0.09496996519604683,0.22040578104012842,0.00047957223246589554
v_Intercept_subj.33.0,-0.4440232763853224,0.10100252140032423,-0.6437030760066622,-0.5119877650050219,-0.44360145456312994,-0.3760088965697598,-0.24720142516925592,0.0004815247567822592
v_Intercept_subj.34.0,-0.09488997417069724,0.09730197983750327,-0.28614829379212237,-0.16034436642909924,-0.09476798969009767,-0.029621643481795246,0.0959913005258986,0.0005034525228087485
v_Intercept_subj.35.0,0.3099370311867016,0.10431589595629805,0.10608747055678441,0.23880827420470496,0.3101680613959159,0.38034492875098724,0.5133391750884941,0.000522810438983927
v_Intercept_subj.36.0,-0.008814915507686349,0.09850718363141754,-0.20299183032559176,-0.0756150641421572,-0.008375517734749316,0.057922651783670745,0.1835529911481972,0.00044195200352585464
v_Intercept_subj.37.0,-0.04837461423278846,0.08240568817187051,-0.20998312273914393,-0.10354742255387656,-0.048231663046602036,0.007401109488021501,0.11269014829280677,0.00036761530940702264
v_Intercept_subj.38.0,0.1267782666341853,0.10772415869999756,-0.08289995752872058,0.05388272530848265,0.12637973131202196,0.19973684757619062,0.3374461681255429,0.000477326180333354
v_Intercept_subj.39.0,0.18392241697233663,0.09387670161753206,0.0009550494123504241,0.1200888626216762,0.1841042349784466,0.24717080648781273,0.36725828729003385,0.0005126314918633988
v_Intercept_subj.40.0,0.4632972940011075,0.08976000989667862,0.28884151778952394,0.4023702580217441,0.4627257868244779,0.5231743642270058,0.6417291234099696,0.00043260214276031174
v_Intercept_subj.41.0,0.04925253557638058,0.09950616008385965,-0.14562942947950805,-0.018166437380797484,0.048964325592600846,0.11636210371076294,0.24475212833076723,0.00046259444840890596
