,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_stim_subj.36.0,2.1814380251911243,0.19203731156825476,1.8118921755463073,2.050287701985669,2.1790894946926467,2.310885963385112,2.562032571390132,0.0008116929894303592
v_stim_subj.37.0,1.363176013397684,0.16666087287335388,1.0271991450521645,1.2532197553648554,1.366867334460733,1.4771771362109303,1.679347264469488,0.0006628465805902974
v_stim_subj.38.0,1.4495732721156622,0.1685350312439623,1.1153233741863686,1.3372364656310514,1.4500398588177617,1.5633590032020233,1.7770841159488926,0.0006630964355818125
v_stim_subj.39.0,1.5056654930930446,0.1610447131010589,1.1905895056439915,1.3983496490576068,1.5044068938034934,1.6141991627005678,1.8244080472855402,0.0006823045849881053
v_stim_subj.40.0,1.8217078210872983,0.17122119347330533,1.4904629052680485,1.705473273204208,1.819551551820813,1.9365524121453053,2.163169287796179,0.0007313957961577871
v_stim_subj.41.0,1.8672966647531075,0.18106878168482518,1.5145726519202658,1.745322917725211,1.8665532181209343,1.988605914565169,2.2259572509601755,0.00079347102340934
v_stim_subj.42.0,1.8490700326727392,0.18087422791271068,1.5010802366151585,1.725830337165545,1.8476206923412402,1.9708853434829319,2.2073308988762097,0.0008991859908105467
v_stim_subj.43.0,1.6749033930171164,0.1719712940101752,1.3387016825412783,1.5592983302848213,1.6751073671343555,1.7908817802602828,2.013570939553809,0.0007885528745273194
v_stim_subj.44.0,2.123436587932857,0.20922797456826583,1.7317300444707513,1.980312532909232,2.1169705757367674,2.2591674596232854,2.5558310351060944,0.0007968929227409388
v_stim_subj.45.0,1.3963918126520944,0.16120517798395406,1.082986202441324,1.2882577164510525,1.3949902009466852,1.503793403507928,1.7177858718498558,0.0007576558706311736
v_stim_subj.46.0,1.3309151321266508,0.1623434567453985,1.0142432000957846,1.2220219188641572,1.3305109794013141,1.439453640351011,1.6517468171513214,0.0007301730752167134
v_stim_subj.47.0,1.6968758263146673,0.17436645947009913,1.3600011617869558,1.5793787164754773,1.695454881233597,1.8126795696985307,2.043343618675209,0.0007246261299137095
v_stim_subj.48.0,2.3468255797861883,0.2243225277634175,1.9197246208556398,2.193270353114683,2.343344310913437,2.4942885031012145,2.8000325256038994,0.001102306796472363
v_stim_subj.49.0,2.3132291936199016,0.21111606211649972,1.9061936129021162,2.170013378024829,2.31026724474315,2.4543537403625,2.7375113757292056,0.0009421283749532026
z_Intercept,0.4730557184659949,0.006599655160423028,0.4599279157490286,0.46866856480689867,0.4730650703339056,0.4774749163510881,0.4860567423574736,7.491658560815601e-05
z_Intercept_std,0.15072540400285053,0.01859026615074785,0.11621624428978707,0.13786097518263934,0.1499571255581599,0.16280049295622134,0.18932872180535656,0.00011950697432680021
z_Intercept_subj.1.0,0.44072896051926014,0.022203180658879072,0.39708514857319377,0.42582994334380586,0.4406457703590017,0.45565199102686443,0.48453727678642355,0.0001936740259821326
z_Intercept_subj.2.0,0.4780946689541712,0.01970824400720958,0.4397429880482212,0.46486299697008143,0.4780888404996902,0.4913492826141065,0.5170368161651224,0.00018090000391925102
z_Intercept_subj.3.0,0.42896393320909043,0.021634873534718525,0.3867171435149576,0.4144152320762601,0.42912292263086294,0.44356153688481365,0.47143469003765287,0.0002522822567694398
z_Intercept_subj.4.0,0.4441014038628634,0.020806533521553143,0.40369759418239026,0.42983161009972515,0.44394876386806337,0.4581867624509405,0.485084333321068,0.00018886638582948836
z_Intercept_subj.5.0,0.5368941399358783,0.020773174548765164,0.49671925986681,0.5228972488056978,0.5367497462711002,0.5510329095417967,0.5777756573723043,0.00021903285656795068
z_Intercept_subj.6.0,0.5115761790760983,0.02397695376736416,0.46502478318890583,0.4954099320432805,0.5116418844718686,0.527475319433511,0.5597995540053695,0.00028519762556730027
z_Intercept_subj.7.0,0.4145686254933097,0.021370253904854343,0.37284609233497573,0.40009490209579013,0.4143740659697876,0.42885105887295066,0.4568312188262928,0.00023571670041590737
z_Intercept_subj.8.0,0.4719351209940409,0.020430629427674638,0.4323166464263991,0.45793456771964136,0.47206747275286604,0.4856470328755762,0.5120604063573985,0.0001879710839824339
