Parameter,Rhat
a,1.0000179445301824
a_std,1.0000599198232614
a_subj.15.0,0.9999828353169345
a_subj.20.0,0.9999925410309175
a_subj.22.0,0.9999758097664148
a_subj.23.0,1.0000299875130296
a_subj.24.0,1.00002016881132
a_subj.25.0,1.000027207938709
a_subj.26.0,1.000055732514494
a_subj.27.0,1.001563681035383
a_subj.29.0,1.0000434069089443
a_subj.30.0,1.000006100358147
a_subj.31.0,1.0000676364665315
a_subj.32.0,0.9999857805905182
a_subj.33.0,0.9999893682658871
a_subj.34.0,1.0002391253821006
a_subj.35.0,1.0000867215119227
a_subj.36.0,1.000143247227883
a_subj.37.0,0.9999864048687334
a_subj.39.0,1.0000144180410733
a_subj.40.0,1.0000020098738267
a_subj.41.0,0.9999904596361616
a_subj.42.0,0.9999878281792696
a_subj.43.0,1.0000418656337835
a_subj.44.0,1.0000586085903502
a_subj.45.0,0.9999963212187455
a_subj.46.0,1.0000505409008598
a_subj.47.0,0.999984193610644
a_subj.49.0,0.9999699233021346
a_subj.52.0,1.0000127088236517
a_subj.53.0,1.0000874727658018
a_subj.54.0,1.000013712597788
a_subj.55.0,1.0000646562594058
a_subj.57.0,0.9999880610194581
a_subj.58.0,0.9999652639442996
a_subj.59.0,1.0003478633763385
a_subj.60.0,1.0000654511765485
a_subj.61.0,0.9999698473452
a_subj.62.0,1.0000083219291984
a_subj.63.0,0.9999997059659946
a_subj.64.0,1.0001174481818023
a_subj.66.0,0.9999778274153156
a_subj.67.0,0.9999962549973801
a_subj.68.0,1.000034886825209
a_subj.69.0,0.9999901741890358
a_subj.71.0,0.9999662979241956
a_subj.72.0,1.0000128862535
a_subj.73.0,0.999979083854593
a_subj.74.0,0.9999947549602932
a_subj.75.0,1.0000438021044227
a_subj.76.0,0.9999961264074169
a_subj.77.0,1.0002953039522093
a_subj.78.0,1.000065051742882
a_subj.80.0,1.000026155927076
a_subj.81.0,0.9999949140077571
a_subj.82.0,0.9999681059687272
a_subj.83.0,1.0000159996382756
a_subj.84.0,0.9999725213665087
a_subj.85.0,1.000010587861318
a_subj.88.0,0.9999955718953476
a_subj.89.0,1.0000390280160003
a_subj.94.0,0.9999712212274602
a_subj.95.0,1.0000480457131944
a_subj.100.0,1.0019477974857254
a_subj.103.0,1.0002703449375823
a_subj.104.0,0.9999940855993877
a_subj.107.0,1.0000720241017327
a_subj.108.0,0.9999778734395288
a_subj.109.0,1.0000390809427895
a_subj.111.0,1.0000500708559936
a_subj.114.0,0.9999999966219121
a_subj.116.0,1.0000249989462164
a_subj.117.0,1.0002336898742654
a_subj.120.0,0.9999881521868842
a_subj.122.0,1.0000037698924065
a_subj.123.0,1.0000363898833828
a_subj.128.0,1.0002205551393493
a_subj.129.0,0.9999758804797828
a_subj.138.0,1.0000677285315576
a_subj.139.0,1.0000265021181056
a_subj.143.0,1.000021238839655
a_subj.145.0,1.000042681636262
a_subj.147.0,0.9999814253849789
a_subj.150.0,0.9999657848814325
a_subj.151.0,0.9999924355771345
a_subj.152.0,1.0000010814143911
a_subj.153.0,1.0002355360148114
a_subj.154.0,1.0001259625607855
a_subj.155.0,1.000039993406077
a_subj.156.0,1.0000405702165733
a_subj.158.0,1.0000268603402709
a_subj.160.0,1.0000787542060732
a_subj.161.0,1.0005107888550477
a_subj.162.0,1.000186813414423
a_subj.163.0,1.0001850833426804
a_subj.165.0,1.0000262829637308
a_subj.166.0,1.0000129700042262
a_subj.168.0,1.0000689729937613
a_subj.171.0,1.0000068183466222
t,1.0000876723986136
t_std,1.0000276112402744
t_subj.15.0,1.0000523612078571
t_subj.20.0,1.0000157575735482
t_subj.22.0,0.9999970547859364
t_subj.23.0,0.9999978519613466
t_subj.24.0,0.9999672414456943
t_subj.25.0,0.9999910266015638
t_subj.26.0,1.0000942104211201
t_subj.27.0,1.002188333995826
t_subj.29.0,1.0000104923760225
t_subj.30.0,0.999981082105258
t_subj.31.0,1.0001418703229663
t_subj.32.0,0.9999981610920443
t_subj.33.0,1.0001603760181434
t_subj.34.0,1.0001964533653778
t_subj.35.0,1.000013163380417
t_subj.36.0,1.000209839837015
t_subj.37.0,1.000099684257509
t_subj.39.0,1.0000403299631653
t_subj.40.0,1.0000480411152814
t_subj.41.0,1.000026157132222
t_subj.42.0,0.9999964589713217
t_subj.43.0,0.9999736834681815
t_subj.44.0,1.0002691152888648
t_subj.45.0,1.000008793749834
t_subj.46.0,1.0000511917372246
t_subj.47.0,1.0000651235826992
t_subj.49.0,0.9999965999507766
t_subj.52.0,1.000008081709145
t_subj.53.0,1.0002817366582548
t_subj.54.0,0.9999768843934742
t_subj.55.0,1.0000186107314055
t_subj.57.0,1.0001163311012449
t_subj.58.0,0.9999899119026647
t_subj.59.0,1.0005627665573331
t_subj.60.0,1.0000013083980757
t_subj.61.0,0.9999739855202229
t_subj.62.0,1.0000833171539891
t_subj.63.0,0.9999810970794422
t_subj.64.0,1.0000751876207408
t_subj.66.0,1.0000123480367127
t_subj.67.0,0.9999643551917148
t_subj.68.0,1.0000265621340159
t_subj.69.0,1.0000156275699263
t_subj.71.0,1.0000477405557175
t_subj.72.0,0.9999982066787987
t_subj.73.0,1.0000065334977273
t_subj.74.0,1.0000184902367406
t_subj.75.0,0.9999684187928486
t_subj.76.0,1.000045690402906
t_subj.77.0,1.0002525589166982
t_subj.78.0,0.9999732651366529
t_subj.80.0,1.000009085482664
t_subj.81.0,1.0000000939052918
t_subj.82.0,0.9999910588681516
t_subj.83.0,1.0001204732192723
t_subj.84.0,1.0001517556101795
t_subj.85.0,1.00016087482416
t_subj.88.0,1.0000912348227544
t_subj.89.0,1.0001328853305762
t_subj.94.0,0.9999850378247584
t_subj.95.0,1.0000069708763775
t_subj.100.0,1.0031161957799375
t_subj.103.0,1.0003548330643544
t_subj.104.0,0.9999957407827318
t_subj.107.0,1.0001475698546107
t_subj.108.0,0.9999768438630315
t_subj.109.0,1.0000127921717727
t_subj.111.0,0.9999974130688816
t_subj.114.0,1.0000056277879572
t_subj.116.0,1.0000636070986255
t_subj.117.0,1.0004019811150755
t_subj.120.0,1.0000020735610256
t_subj.122.0,1.0000360866062383
t_subj.123.0,0.9999819661435936
t_subj.128.0,1.0007571514198474
t_subj.129.0,0.9999855940430902
t_subj.138.0,1.0000078977021196
t_subj.139.0,1.0000348966116956
t_subj.143.0,1.0000617998781192
t_subj.145.0,1.0000326857053166
t_subj.147.0,1.000006399564495
t_subj.150.0,0.9999792183806464
t_subj.151.0,0.9999943886135121
t_subj.152.0,0.9999796427884976
t_subj.153.0,1.0002750227073078
t_subj.154.0,1.0000189649201858
t_subj.155.0,0.9999842284951064
t_subj.156.0,1.0000265520476868
t_subj.158.0,0.9999825570319734
t_subj.160.0,1.0000668824180943
t_subj.161.0,1.0010087991552683
t_subj.162.0,0.9999789286273373
t_subj.163.0,1.0002716101188927
t_subj.165.0,1.0000822697392193
t_subj.166.0,1.000223033685923
t_subj.168.0,1.0000577389366094
t_subj.171.0,1.0000062401638483
p_outlier,1.0003090721925822
v_Intercept,1.0000276132355783
v_Intercept_std,1.0000549854518557
v_Intercept_subj.15.0,1.0000091813112741
v_Intercept_subj.20.0,1.000076116199275
